,id,tweet,label,category,loc
291,'382814414220824576',RT @oxfamgbpress: Oxfam due to start aid distribution today to those affected by #Pakistan earthquake http://t.co/CROvT0SkOr,on-topic,earthquake,"{'word': 'Pakistan', 'spans': [{'start': 82, 'end': 90}], 'country_predicted': 'PAK', 'country_conf': 0.68758196, 'geo': {'admin1': 'NA', 'lat': '30', 'lon': '70', 'country_code3': 'PAK', 'geonameid': '1168579', 'place_name': 'Islamic Republic of Pakistan', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
292,'348587615798308864',RT @StarbucksCanada: Make a difference in #Alberta. Visit your participating store to make a donation to the Red Cross #abflood http://t.co…,on-topic,floods,"{'word': 'Alberta', 'spans': [{'start': 43, 'end': 50}], 'country_predicted': 'CAN', 'country_conf': 0.87992215, 'geo': {'admin1': 'Alberta', 'lat': '52.28333', 'lon': '-117.469', 'country_code3': 'CAN', 'geonameid': '5883102', 'place_name': 'Alberta', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
293,'347877785810911233',@nenshi @cityofcalgary Any word of evacuating Chaparral Valley? We are kinda sitting right in the river bed... #newcommunity,on-topic,floods,"{'word': 'Chaparral', 'spans': [{'start': 46, 'end': 55}], 'country_predicted': 'PER', 'country_conf': 0.9048774, 'geo': {'admin1': 'Callao', 'lat': '-11.90482', 'lon': '-77.10366', 'country_code3': 'PER', 'geonameid': '9891515', 'place_name': 'Valle El Chaparral', 'feature_class': 'P', 'feature_code': 'PPL'}}"
294,'591903047082639360',.@savechildrenuk is on the ground across #Nepal distributing aid to vulnerable children #NepalEarthquake http://t.co/ce4GyfdnjN,on-topic,earthquake,"{'word': '#Nepal', 'spans': [{'start': 41, 'end': 47}], 'country_predicted': 'NPL', 'country_conf': 0.957188, 'geo': {'admin1': 'NA', 'lat': '28', 'lon': '84', 'country_code3': 'NPL', 'geonameid': '1282988', 'place_name': 'Federal Democratic Republic of Nepal', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
295,'348805075478659072',"RT @jengerson: As hilarious as this is, most other cities would be dealing with looting. Calgary? Rogue canoes. #yycflood  http://t.co/uqXt…",on-topic,floods,"{'word': 'Calgary', 'spans': [{'start': 89, 'end': 96}], 'country_predicted': 'CAN', 'country_conf': 0.87992215, 'geo': {'admin1': 'Alberta', 'lat': '51.05011', 'lon': '-114.08529', 'country_code3': 'CAN', 'geonameid': '5913490', 'place_name': 'Calgary', 'feature_class': 'P', 'feature_code': 'PPL'}}"
296,'295756602747801600',Queensland's flood crisis deepens as death toll rises to three - The Australian http://t.co/2QfWqZy1,on-topic,floods,"{'word': 'Queensland', 'spans': [{'start': 0, 'end': 10}], 'country_predicted': 'AUS', 'country_conf': 0.9634983, 'geo': {'admin1': 'Queensland', 'lat': '-20', 'lon': '145', 'country_code3': 'AUS', 'geonameid': '2152274', 'place_name': 'State of Queensland', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
297,'337276760221687810',RT @CMNHospitals: Ann Curry talks with #Oklahoma survivor Grayson at Children's Hospital: http://t.co/jZMP46Kr8w. Txt KIDS to 90999 to help…,on-topic,tornado,"{'word': 'Oklahoma', 'spans': [{'start': 40, 'end': 48}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Oklahoma', 'lat': '35.49209', 'lon': '-97.50328', 'country_code3': 'USA', 'geonameid': '4544379', 'place_name': 'Oklahoma', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
298,'295812190865342464',RT @sunriseon7: Latest on the Queensland flood crisis can be found here: http://t.co/YKVPS8tH #sun7 #qldfloods #bigwet,on-topic,floods,"{'word': 'Queensland', 'spans': [{'start': 30, 'end': 40}], 'country_predicted': 'AUS', 'country_conf': 0.957188, 'geo': {'admin1': 'Queensland', 'lat': '-20', 'lon': '145', 'country_code3': 'AUS', 'geonameid': '2152274', 'place_name': 'State of Queensland', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
299,'349035726609977345',@NHLFlames @JoeyBats19 It was more than just Calgary that was flooded! #Siksika #abflood,on-topic,floods,"{'word': 'Calgary', 'spans': [{'start': 45, 'end': 52}], 'country_predicted': 'CAN', 'country_conf': 0.87992215, 'geo': {'admin1': 'Alberta', 'lat': '51.05011', 'lon': '-114.08529', 'country_code3': 'CAN', 'geonameid': '5913490', 'place_name': 'Calgary', 'feature_class': 'P', 'feature_code': 'PPL'}}"
300,'296260222241099777',RT @newscientist: Climate change blamed as #Australia lurches from fire to flood http://t.co/szxtcw7m #extremeweather,on-topic,floods,"{'word': 'Australia', 'spans': [{'start': 44, 'end': 53}], 'country_predicted': 'AUS', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '-25', 'lon': '135', 'country_code3': 'AUS', 'geonameid': '2077456', 'place_name': 'Commonwealth of Australia', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
301,'337300398123646976',"Coffee Creek Music Complex will be hosting an Oklahoma Tornado Relief Concert Saturday, JUNE 15th from noon til... http://t.co/f0lDfFA61E",on-topic,tornado,"{'word': 'Oklahoma', 'spans': [{'start': 46, 'end': 54}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Oklahoma', 'lat': '35.49209', 'lon': '-97.50328', 'country_code3': 'USA', 'geonameid': '4544379', 'place_name': 'Oklahoma', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
302,'336893924641751043',Thoughts and prayers with everyone in #Moore #Oklahoma #bestrong #rebuild,on-topic,tornado,"{'word': 'Oklahoma', 'spans': [{'start': 46, 'end': 54}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Oklahoma', 'lat': '35.49209', 'lon': '-97.50328', 'country_code3': 'USA', 'geonameid': '4544379', 'place_name': 'Oklahoma', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
303,'325311807323508737',@claytoonz I made myself go to bed at 3:30. Had been up until 3:00 the night before watching coverage of Tx. explosion. Zombie today.,on-topic,explosion,"{'word': 'Tx', 'spans': [{'start': 105, 'end': 107}], 'country_predicted': 'USA', 'country_conf': 0.96374094, 'geo': {'admin1': 'Texas', 'lat': '31.8976', 'lon': '-96.71161', 'country_code3': 'USA', 'geonameid': '4685433', 'place_name': 'Dawson ISD - Dawson, TX', 'feature_class': 'S', 'feature_code': 'SCH'}}"
304,'324726947252940801',"RT @_LonelyHearts_: Boston bombing, murder in Dallas, attempted library bombing now Waco is full of toxic waste/collapsed nursing home f ...",on-topic,bombing,"{'word': 'Boston', 'spans': [{'start': 20, 'end': 26}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Massachusetts', 'lat': '42.35843', 'lon': '-71.05977', 'country_code3': 'USA', 'geonameid': '4930956', 'place_name': 'Boston', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
305,'295835547291746304',@EyeOfDagmar you're right. Even the last time I saw there was an extreme flood in Australia and fire in some areas,on-topic,floods,"{'word': 'Australia', 'spans': [{'start': 82, 'end': 91}], 'country_predicted': 'AUS', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '-25', 'lon': '135', 'country_code3': 'AUS', 'geonameid': '2077456', 'place_name': 'Commonwealth of Australia', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
306,'336826957427773442',"RT @Pontifex: I am close to the families of all who died in the Oklahoma tornado, especially those who lost young children. Join me in pray…",on-topic,tornado,"{'word': 'Oklahoma', 'spans': [{'start': 64, 'end': 72}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Oklahoma', 'lat': '35.49209', 'lon': '-97.50328', 'country_code3': 'USA', 'geonameid': '4544379', 'place_name': 'Oklahoma', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
307,'324740416543006720',"@blakehounshell That isnt the West, Texas explosion.",on-topic,explosion,"{'word': 'Texas', 'spans': [{'start': 36, 'end': 41}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
308,'348881862380380161',Well there goes half my route to work. RT @KatyLukey: Macleod Trail by Talisman Centre destroyed #yycflood http://t.co/dSQ26ENhsk,on-topic,floods,"{'word': 'Macleod Trail', 'spans': [{'start': 54, 'end': 67}], 'country_predicted': 'CAN', 'country_conf': 0.9048774, 'geo': {'admin1': 'Alberta', 'lat': '50.94639', 'lon': '-114.06847', 'country_code3': 'CAN', 'geonameid': '10129141', 'place_name': 'Holiday Inn Express Hotel & Suites Calgary South Macleod Trail S', 'feature_class': 'S', 'feature_code': 'HTL'}}"
309,'349511596562841600',#Winnipeg a template for the #Calgary Flood.  http://t.co/hzhCOLcLWX,on-topic,floods,"{'word': '#Winnipeg', 'spans': [{'start': 0, 'end': 9}], 'country_predicted': 'CAN', 'country_conf': 0.96374094, 'geo': {'admin1': 'Manitoba', 'lat': '49.8844', 'lon': '-97.14704', 'country_code3': 'CAN', 'geonameid': '6183235', 'place_name': 'Winnipeg', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
311,'324111992900161536',News showing the bombing in boston just now,on-topic,bombing,"{'word': 'boston', 'spans': [{'start': 28, 'end': 34}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Massachusetts', 'lat': '42.35843', 'lon': '-71.05977', 'country_code3': 'USA', 'geonameid': '4930956', 'place_name': 'Boston', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
312,'324741509343768577',"RT @RedCrossDFW: RT @HumanityRoad: Emergency hotline set up for people needing info on loved ones in #West, #TX - 254-202-1100. #TXFire  ...",on-topic,explosion,"{'word': 'TX', 'spans': [{'start': 109, 'end': 111}], 'country_predicted': 'USA', 'country_conf': 0.96374094, 'geo': {'admin1': 'Texas', 'lat': '32.7585', 'lon': '-97.8085', 'country_code3': 'USA', 'geonameid': '6480279', 'place_name': 'Ramada Limited Weatherford Tx', 'feature_class': 'S', 'feature_code': 'HTL'}}"
313,'296422474088869891',"RT @RedcliffeHerald: Drama continues as rivers keep rising: QUEENSLAND'S flood emergency is not over yet, with entire suburbs in Bund... ...",on-topic,floods,"{'word': 'QUEENSLAND', 'spans': [{'start': 60, 'end': 70}], 'country_predicted': 'AUS', 'country_conf': 0.957188, 'geo': {'admin1': 'Queensland', 'lat': '-20', 'lon': '145', 'country_code3': 'AUS', 'geonameid': '2152274', 'place_name': 'State of Queensland', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
314,'351085555712393218',RT @globaltvnews: First group of High River residents return home http://t.co/2deu1SPOjs #HighRiver #abflood,on-topic,floods,"{'word': 'High', 'spans': [{'start': 33, 'end': 37}], 'country_predicted': 'CAN', 'country_conf': 0.9048774, 'geo': {'admin1': 'Alberta', 'lat': '55.43593', 'lon': '-116.49043', 'country_code3': 'CAN', 'geonameid': '11807286', 'place_name': 'High Prairie', 'feature_class': 'A', 'feature_code': 'ADM2'}}"
315,'325098262136762368',"RT @iansomerhalder: What in hellos going on in the United States right now?!Explosions in Boston,Explosions in Texas,shooting at MIT?!Ev ...",on-topic,bombing,"{'word': 'United States', 'spans': [{'start': 51, 'end': 64}], 'country_predicted': 'VIR', 'country_conf': 0.8137966, 'geo': {'admin1': 'NA', 'lat': '18.34829', 'lon': '-64.98348', 'country_code3': 'VIR', 'geonameid': '4796775', 'place_name': 'Virgin Islands of the United States', 'feature_class': 'A', 'feature_code': 'PCLD'}}"
316,'348338969500585984',RT @shawn_calgary: Comparison of the Calgary city lights - before and after.  http://t.co/b6fj6UuBqn  #yyc #yycflood,on-topic,floods,"{'word': 'Calgary', 'spans': [{'start': 37, 'end': 44}], 'country_predicted': 'CAN', 'country_conf': 0.87992215, 'geo': {'admin1': 'Alberta', 'lat': '51.05011', 'lon': '-114.08529', 'country_code3': 'CAN', 'geonameid': '5913490', 'place_name': 'Calgary', 'feature_class': 'P', 'feature_code': 'PPL'}}"
317,'324929660725112832',"RT @pebbles2day: To ALL in the TEXAS explosion Crisis; WE LIFT YOU UP NOW TO GOD MOST HIGH in our prayers along with ALL your families,  ...",on-topic,explosion,"{'word': 'TEXAS', 'spans': [{'start': 31, 'end': 36}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
318,'451189433597829120',8.2-magnitude earthquake that hit off coast of northern Chile. I hope the victims are given patience. #PrayForChile,on-topic,earthquake,"{'word': 'Chile', 'spans': [{'start': 56, 'end': 61}], 'country_predicted': 'CHL', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '-30', 'lon': '-71', 'country_code3': 'CHL', 'geonameid': '3895114', 'place_name': 'Republic of Chile', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
319,'324047426027663360',Woah a 78 year old man got blown to the ground in boston but got up and finished the marathon:o,on-topic,bombing,"{'word': 'boston', 'spans': [{'start': 50, 'end': 56}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'Massachusetts', 'lat': '42.35843', 'lon': '-71.05977', 'country_code3': 'USA', 'geonameid': '4930956', 'place_name': 'Boston', 'feature_class': 'P', 'feature_code': 'PPLA'}}"
320,'382822266196619264',"RT @husainhaqqani: RT@omar_quraishi: 3 school girls found dead today -- all wearing uniform - all in their teens - one in Karachi, 2 in Gujâ€¦",on-topic,earthquake,"{'word': 'Karachi', 'spans': [{'start': 122, 'end': 129}], 'country_predicted': 'PAK', 'country_conf': 0.957188, 'geo': {'admin1': 'Sindh', 'lat': '24.91911', 'lon': '67.04632', 'country_code3': 'PAK', 'geonameid': '12104832', 'place_name': 'Karachi', 'feature_class': 'A', 'feature_code': 'ADMD'}}"
321,'262812588478459904',Luckily Nebraska is in the middle of the US. Feeling sorry for my friends on the East Coast though. #Hurricane #edps121,on-topic,hurricane,"{'word': 'East Coast', 'spans': [{'start': 81, 'end': 91}], 'country_predicted': 'USA', 'country_conf': 0.9516948, 'geo': {'admin1': 'Florida', 'lat': '28.6525', 'lon': '-81.33', 'country_code3': 'USA', 'geonameid': '6334274', 'place_name': 'East Coast Believers Church', 'feature_class': 'S', 'feature_code': 'CH'}}"
322,'296166564422635521',RT @planamikebarry: Australia shows how #extremeweather brings volatility as it suffers wild swing from fire to flood http://t.co/cQtBsjmp,on-topic,floods,"{'word': 'Australia', 'spans': [{'start': 20, 'end': 29}], 'country_predicted': 'AUS', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '-25', 'lon': '135', 'country_code3': 'AUS', 'geonameid': '2077456', 'place_name': 'Commonwealth of Australia', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
323,'325981702608535554',RT @FoxNews: Police find no evidence of #crime in #Texas fertilizer plant explosion: http://t.co/qdtX45GFgJ,on-topic,explosion,"{'word': 'Texas', 'spans': [{'start': 51, 'end': 56}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.25044', 'lon': '-99.25061', 'country_code3': 'USA', 'geonameid': '4736286', 'place_name': 'Texas', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
324,'348240207608418305',RT @aerel: Dog found @ 40 Ave NW & 2 St NW (Highland Park). Dropped off at Calgary North Veterinary Hospital on 4 st #yycflood http://t.co/…,on-topic,floods,"{'word': 'Highland Park', 'spans': [{'start': 44, 'end': 57}], 'country_predicted': 'USA', 'country_conf': 0.957188, 'geo': {'admin1': 'New Jersey', 'lat': '40.49594', 'lon': '-74.42432', 'country_code3': 'USA', 'geonameid': '5099057', 'place_name': 'Highland Park', 'feature_class': 'P', 'feature_code': 'PPL'}}"
325,'591903036261314560',RT @Tearfund: The Nepal earthquake is a 'worst-case scenario quake.' Help us as we follow Jesus where the need is greatest. https://t.co/tw‰Û_,on-topic,earthquake,"{'word': 'Nepal', 'spans': [{'start': 18, 'end': 23}], 'country_predicted': 'NPL', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '28', 'lon': '84', 'country_code3': 'NPL', 'geonameid': '1282988', 'place_name': 'Federal Democratic Republic of Nepal', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
326,'591903105761050624',UK tour operator confirms one client dead in #Nepal #earthquake  http://t.co/v4AsURUHDS via @TravelMole,on-topic,earthquake,"{'word': 'UK', 'spans': [{'start': 0, 'end': 2}], 'country_predicted': 'GBR', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '54.75844', 'lon': '-2.69531', 'country_code3': 'GBR', 'geonameid': '2635167', 'place_name': 'United Kingdom of Great Britain and Northern Ireland', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
327,'296044194424827904',"Our thoughts are with all residents of flood affected areas of NSW, Victoria and Queensland today. NSW residents... http://t.co/W4OfujzS",on-topic,floods,"{'word': 'NSW', 'spans': [{'start': 63, 'end': 66}], 'country_predicted': 'AUS', 'country_conf': 0.6840588, 'geo': {'admin1': 'New South Wales', 'lat': '-33', 'lon': '146', 'country_code3': 'AUS', 'geonameid': '2155400', 'place_name': 'State of New South Wales', 'feature_class': 'A', 'feature_code': 'ADM1'}}"
328,'591903373164548096',"Also... RT @nytimes: Villages near Nepal earthquake‰Ûªs epicenter are desperate as death toll tops 4,000 http://t.co/NRibWSHEJA",on-topic,earthquake,"{'word': 'Nepal', 'spans': [{'start': 35, 'end': 40}], 'country_predicted': 'NPL', 'country_conf': 0.9516948, 'geo': {'admin1': 'NA', 'lat': '28', 'lon': '84', 'country_code3': 'NPL', 'geonameid': '1282988', 'place_name': 'Federal Democratic Republic of Nepal', 'feature_class': 'A', 'feature_code': 'PCLI'}}"
329,'348478842970705920',RT @Nabeelshahood: Great shot!! Couple helping each other cross a road in downtown Calgary. #yycflood #abflood http://t.co/5JUq1g2Pl4,on-topic,floods,"{'word': 'Calgary', 'spans': [{'start': 83, 'end': 90}], 'country_predicted': 'CAN', 'country_conf': 0.87992215, 'geo': {'admin1': 'Alberta', 'lat': '51.05011', 'lon': '-114.08529', 'country_code3': 'CAN', 'geonameid': '5913490', 'place_name': 'Calgary', 'feature_class': 'P', 'feature_code': 'PPL'}}"
331,'324974270801403904',"FERTILIZER PLANT EXPLOSION IN WACO, TEXAS Fertilizer Plant Explosion Near Waco, Texas: http://t.co/5FDuy7FJe2 via @YouTube",on-topic,explosion,"{'word': 'WACO', 'spans': [{'start': 30, 'end': 34}], 'country_predicted': 'USA', 'country_conf': 0.9634983, 'geo': {'admin1': 'Texas', 'lat': '31.54933', 'lon': '-97.14667', 'country_code3': 'USA', 'geonameid': '4739526', 'place_name': 'Waco', 'feature_class': 'P', 'feature_code': 'PPLA2'}}"
